time,x-acceleration,y-acceleration,z-acceleration
0.000,0.000,0.000,0.000
0.020,0.000,0.000,0.000
0.040,0.000,0.000,0.000
0.060,0.000,0.000,0.000
0.080,0.000,0.000,0.000
0.100,0.621,0.004,0.783
0.120,0.624,0.007,0.789
0.140,0.624,0.006,0.787
0.160,0.624,0.004,0.787
0.180,0.626,0.003,0.787
0.200,0.625,0.003,0.787
0.220,0.623,0.006,0.788
0.240,0.622,0.007,0.790
0.260,0.622,0.006,0.789
0.280,0.624,0.005,0.786
0.300,0.625,0.004,0.786
0.320,0.625,0.002,0.785
0.340,0.625,0.003,0.787
0.360,0.623,0.005,0.789
0.380,0.623,0.007,0.791
0.400,0.622,0.006,0.790
0.420,0.624,0.005,0.788
0.440,0.625,0.002,0.784
0.460,0.625,0.003,0.784
0.480,0.624,0.005,0.789
0.500,0.623,0.006,0.790
0.520,0.621,0.007,0.790
0.540,0.624,0.006,0.787
0.560,0.626,0.004,0.786
0.580,0.624,0.001,0.785
0.600,0.625,0.003,0.786
0.620,0.623,0.005,0.789
0.640,0.622,0.009,0.789
0.660,0.624,0.008,0.788
0.680,0.624,0.005,0.789
0.700,0.624,0.003,0.786
0.720,0.625,0.002,0.787
0.740,0.625,0.004,0.787
0.760,0.623,0.008,0.787
0.780,0.623,0.009,0.788
0.800,0.623,0.006,0.786
0.820,0.626,0.002,0.785
0.840,0.625,0.001,0.785
0.860,0.623,0.002,0.788
0.880,0.623,0.007,0.789
0.900,0.623,0.007,0.789
0.920,0.623,0.007,0.789
0.940,0.624,0.006,0.789
0.960,0.625,0.005,0.786
0.980,0.626,0.004,0.786
1.000,0.624,0.006,0.787
1.020,0.625,0.005,0.786
1.040,0.623,0.005,0.788
1.060,0.623,0.004,0.788
1.080,0.621,0.002,0.789
1.100,0.623,0.003,0.790
1.120,0.625,0.006,0.788
1.140,0.626,0.009,0.787
1.160,0.625,0.006,0.787
1.180,0.624,0.005,0.787
1.200,0.623,0.002,0.788
1.220,0.623,-0.000,0.790
1.240,0.623,0.001,0.789
1.260,0.625,0.007,0.784
1.280,0.625,0.008,0.781
1.300,0.625,0.009,0.784
1.320,0.623,0.006,0.789
1.340,0.622,0.003,0.788
1.360,0.621,0.005,0.790
1.380,0.624,0.005,0.788
1.400,0.625,0.005,0.787
1.420,0.624,0.006,0.786
1.440,0.623,0.008,0.787
1.460,0.624,0.006,0.786
1.480,0.623,0.003,0.789
1.500,0.624,0.002,0.789
1.520,0.623,0.003,0.787
1.540,0.623,0.005,0.786
1.560,0.624,0.006,0.785
1.580,0.622,0.006,0.788
1.600,0.622,0.004,0.787
1.620,0.622,0.005,0.789
1.640,0.622,0.006,0.789
1.660,0.624,0.006,0.787
1.680,0.624,0.005,0.787
1.700,0.624,0.005,0.787
1.720,0.625,0.005,0.789
1.740,0.623,0.004,0.788
1.760,0.623,0.004,0.790
1.780,0.623,0.004,0.787
1.800,0.625,0.005,0.787
1.820,0.624,0.007,0.787
1.840,0.622,0.007,0.787
1.860,0.622,0.003,0.788
1.880,0.623,0.003,0.788
1.900,0.636,-0.154,0.789
1.920,0.483,-0.370,0.897
1.940,0.529,-0.187,0.826
1.960,0.624,0.086,0.765
1.980,0.871,0.593,0.561
2.000,0.613,0.298,0.787
2.020,0.649,-0.255,0.814
2.040,0.608,-0.227,0.839
2.060,0.782,0.110,0.778
2.080,1.093,-0.021,0.911
2.100,1.060,0.083,0.925
2.120,1.104,0.129,0.937
2.140,1.043,0.241,0.862
2.160,0.990,0.355,0.806
2.180,0.964,0.237,0.758
2.200,0.883,0.253,0.681
2.220,0.827,0.307,0.558
2.240,0.750,0.309,0.471
2.260,0.699,0.280,0.409
2.280,0.647,0.289,0.336
2.300,0.614,0.271,0.275
2.320,0.584,0.196,0.265
2.340,0.628,0.115,0.273
2.360,0.626,0.024,0.228
2.380,0.589,-0.067,0.218
2.400,0.656,-0.145,0.293
2.420,0.757,-0.151,0.355
2.440,0.765,-0.174,0.328
2.460,0.679,-0.172,0.289
2.480,0.777,-0.166,0.381
2.500,0.870,-0.228,0.463
2.520,0.804,-0.195,0.407
2.540,0.729,-0.085,0.310
2.560,0.720,-0.018,0.300
2.580,0.781,0.011,0.333
2.600,0.863,0.074,0.365
2.620,0.881,0.104,0.379
2.640,0.886,0.139,0.381
2.660,0.896,0.174,0.380
2.680,0.902,0.232,0.382
2.700,0.886,0.237,0.385
2.720,0.857,0.298,0.431
2.740,0.879,0.476,0.457
2.760,0.970,0.745,0.442
2.780,0.910,0.882,0.381
2.800,0.761,0.907,0.312
2.820,0.714,0.857,0.297
2.840,0.536,0.798,0.243
2.860,0.525,0.949,0.266
2.880,0.664,1.203,0.317
2.900,0.439,1.009,0.221
2.920,0.310,0.950,0.113
2.940,0.263,0.871,0.051
2.960,0.177,0.903,0.055
2.980,0.283,0.988,0.112
3.000,0.291,0.945,0.159
3.020,0.159,0.950,0.070
3.040,0.161,0.977,-0.080
3.060,-0.054,1.064,-0.141
3.080,-0.184,0.964,-0.221
3.100,-0.292,0.843,-0.281
3.120,-0.334,0.928,-0.336
3.140,-0.327,0.926,-0.227
3.160,-0.406,0.804,-0.106
3.180,-0.466,0.632,-0.207
3.200,-0.563,0.541,-0.235
3.220,-0.333,0.278,-0.172
3.240,-0.107,0.339,-1.097
3.260,0.053,0.273,-1.772
3.280,0.705,1.025,-0.915
3.300,0.447,0.769,-0.461
3.320,0.079,0.601,-0.846
3.340,0.067,0.462,-0.948
3.360,0.200,0.443,-0.867
3.380,0.195,0.461,-0.897
3.400,0.081,0.411,-0.779
3.420,0.037,0.633,-0.706
3.440,0.101,0.627,-0.778
3.460,0.127,0.492,-0.894
3.480,0.037,0.553,-1.079
3.500,-0.131,0.524,-1.023
3.520,-0.316,0.640,-0.772
3.540,-0.555,0.694,-0.501
3.560,-0.635,0.651,-0.659
3.580,-0.750,0.574,-0.938
3.600,-0.736,0.547,-0.959
3.620,-0.079,0.101,-0.913
3.640,-0.098,0.191,-0.931
3.660,-0.367,0.369,-0.855
3.680,-0.291,0.290,-1.068
3.700,-0.128,-0.089,-1.194
3.720,-0.006,-0.300,-0.828
3.740,0.050,-0.352,-0.601
3.760,-0.062,-0.380,-0.624
3.780,-0.096,-0.414,-0.561
3.800,-0.054,-0.365,-0.665
3.820,0.438,-0.768,-1.029
3.840,0.165,-0.786,-0.798
3.860,0.019,-0.645,-0.710
3.880,0.163,-0.706,-0.738
3.900,0.205,-0.702,-0.738
3.920,0.198,-0.709,-0.855
3.940,0.251,-0.815,-0.945
3.960,0.247,-0.731,-0.954
3.980,0.141,-0.599,-0.914
4.000,0.083,-0.334,-0.971
4.020,-0.019,-0.273,-1.233
4.040,-0.440,-0.175,-1.186
4.060,-0.722,0.088,-1.193
4.080,-0.596,0.117,-1.040
4.100,-0.450,0.774,-0.947
4.120,-0.405,0.935,-0.882
4.140,-0.357,0.709,-0.803
4.160,-0.294,0.709,-0.720
4.180,-0.181,0.953,-0.543
4.200,-0.092,0.787,-0.385
4.220,0.104,0.556,-0.173
4.240,0.196,0.492,0.013
4.260,0.267,0.400,0.141
4.280,0.362,0.349,0.193
4.300,0.894,0.648,0.454
4.320,0.970,0.077,0.272
4.340,0.695,-0.183,0.342
4.360,0.682,-0.178,0.308
4.380,0.605,-0.349,0.313
4.400,0.600,-0.500,0.336
4.420,0.666,-0.698,0.367
4.440,0.555,-0.752,0.303
4.460,0.524,-0.817,0.270
4.480,0.465,-0.895,0.228
4.500,0.364,-0.935,0.118
4.520,0.354,-0.915,0.057
4.540,0.316,-0.943,0.084
4.560,0.255,-1.019,0.126
4.580,0.262,-1.012,0.112
4.600,0.242,-0.927,0.058
4.620,0.243,-0.837,0.055
4.640,0.191,-0.871,0.081
4.660,0.124,-0.915,0.087
4.680,0.111,-1.013,0.132
4.700,0.088,-1.136,0.198
4.720,0.115,-1.142,0.183
4.740,0.134,-1.071,0.153
4.760,0.198,-1.049,0.224
4.780,0.256,-1.047,0.313
4.800,0.295,-0.986,0.390
4.820,0.375,-0.873,0.470
4.840,0.413,-0.912,0.461
4.860,0.494,-0.837,0.485
4.880,0.531,-0.694,0.503
4.900,0.514,-0.652,0.500
4.920,0.577,-0.592,0.600
4.940,0.639,-0.690,0.686
4.960,0.481,-0.730,0.569
4.980,0.542,-0.623,0.486
5.000,0.595,-0.525,0.592
5.020,0.555,-0.523,0.672
5.040,0.456,-0.508,0.688
5.060,0.639,-0.419,0.652
5.080,0.741,-0.104,0.620
5.100,0.930,0.345,0.649
5.120,0.804,0.183,0.653
5.140,0.630,0.331,0.648
5.160,0.679,0.489,0.585
5.180,0.583,0.524,0.498
5.200,0.471,0.607,0.457
5.220,0.326,0.755,0.416
5.240,0.099,0.859,0.190
5.260,-0.096,0.862,0.032
5.280,-0.356,0.788,-0.178
5.300,-0.366,0.667,-0.240
5.320,-0.481,0.503,-0.273
5.340,-0.670,0.347,-0.405
5.360,-0.765,0.014,-0.577
5.380,-0.663,-0.265,-0.847
5.400,-0.780,-0.213,-1.052
5.420,-0.949,-0.179,-0.889
5.440,-0.874,-0.368,-0.864
5.460,-0.662,-0.425,-0.872
5.480,-0.641,-0.362,-0.878
5.500,-0.674,-0.372,-0.792
5.520,-0.683,-0.402,-0.689
5.540,-0.608,-0.482,-0.712
5.560,-0.545,-0.503,-0.784
5.580,-0.528,-0.467,-0.845
5.600,-0.444,-0.458,-0.790
5.620,-0.426,-0.454,-0.743
5.640,-0.481,-0.514,-0.771
5.660,-0.448,-0.543,-0.847
5.680,-0.326,-0.488,-0.881
5.700,-0.425,-0.387,-0.849
5.720,-0.755,-0.260,-0.724
5.740,-1.012,-0.229,-0.706
5.760,-1.065,-0.073,-0.568
5.780,-1.015,0.065,-0.601
5.800,-0.859,0.040,-0.328
5.820,-0.719,0.657,-0.162
5.840,-0.632,0.792,-0.064
5.860,-0.575,0.630,-0.238
5.880,-0.426,0.634,-0.395
5.900,-0.408,0.810,-0.070
5.920,-0.489,0.815,0.053
5.940,-0.347,0.542,-0.005
5.960,0.014,0.567,0.067
5.980,0.139,0.742,0.197
6.000,0.232,0.777,0.115
6.020,0.512,0.613,0.154
6.040,0.785,0.394,0.236
6.060,0.916,0.321,0.378
6.080,0.971,0.358,0.580
6.100,1.000,0.397,0.650
6.120,0.995,0.232,0.652
6.140,1.000,0.220,0.752
6.160,1.042,0.251,0.694
6.180,0.843,0.124,0.594
6.200,0.632,0.066,0.526
6.220,0.786,0.055,0.610
6.240,0.862,0.188,0.665
6.260,0.852,0.200,0.696
6.280,0.763,0.115,0.638
6.300,0.700,0.069,0.722
6.320,0.726,0.049,0.695
6.340,0.766,0.135,0.700
6.360,0.687,0.130,0.709
6.380,0.687,0.033,0.719
6.400,0.707,0.028,0.717
6.420,0.694,0.095,0.721
6.440,0.695,0.122,0.723
6.460,0.690,0.050,0.710
6.480,0.729,-0.015,0.730
6.500,0.663,-0.022,0.743
6.520,0.657,0.000,0.748
6.540,0.655,0.028,0.770
6.560,0.624,0.005,0.780
6.580,0.660,0.013,0.774
6.600,0.625,0.020,0.813
6.620,0.575,-0.021,0.779
6.640,0.635,-0.025,0.787
6.660,0.623,0.034,0.796
6.680,0.610,-0.003,0.791
6.700,0.625,0.004,0.789
6.720,0.624,0.005,0.787
6.740,0.624,0.003,0.788
6.760,0.623,0.003,0.789
6.780,0.622,0.006,0.790
6.800,0.622,0.006,0.789
6.820,0.624,0.006,0.789
6.840,0.625,0.005,0.788
6.860,0.623,0.005,0.787
6.880,0.622,0.004,0.787
6.900,0.622,0.003,0.792
6.920,0.621,0.005,0.790
6.940,0.624,0.004,0.788
6.960,0.623,0.004,0.786
6.980,0.624,0.006,0.787
7.000,0.622,0.006,0.788
7.020,0.622,0.005,0.790
7.040,0.623,0.004,0.791
7.060,0.623,0.003,0.790
7.080,0.623,0.004,0.787
7.100,0.623,0.006,0.789
7.120,0.622,0.006,0.788
7.140,0.623,0.006,0.788
7.160,0.623,0.007,0.788
7.180,0.623,0.004,0.789
7.200,0.621,0.002,0.788
7.220,0.625,0.002,0.789
7.240,0.622,0.004,0.788
7.260,0.621,0.007,0.788
7.280,0.623,0.008,0.789
7.300,0.623,0.005,0.787
7.320,0.624,0.004,0.787
7.340,0.624,0.005,0.788
7.360,0.622,0.005,0.789
7.380,0.621,0.003,0.791
7.400,0.610,-0.013,0.798
7.420,0.611,0.043,0.801
7.440,0.623,0.072,0.781
7.460,0.636,0.092,0.776
7.480,0.629,0.045,0.778
7.500,0.615,-0.067,0.795
7.520,0.647,-0.052,0.788
7.540,0.676,0.003,0.825
7.560,0.630,0.069,0.806
7.580,0.653,0.090,0.826
7.600,0.697,0.157,0.821
7.620,0.805,0.228,0.918
7.640,0.840,0.383,0.902
7.660,0.777,0.583,0.801
7.680,0.725,0.642,0.743
7.700,0.657,0.668,0.661
7.720,0.603,0.752,0.616
7.740,0.424,0.907,0.502
7.760,0.308,0.957,0.414
7.780,0.326,0.890,0.370
7.800,0.226,0.793,0.318
7.820,0.118,0.610,0.143
7.840,-0.025,0.543,-0.066
7.860,-0.114,0.450,-0.169
7.880,-0.232,0.198,-0.331
7.900,-0.505,0.029,-0.609
7.920,-0.770,-0.027,-0.799
7.940,-0.774,-0.047,-0.833
7.960,-0.744,0.052,-0.830
7.980,-0.795,0.110,-0.825
8.000,-0.948,0.011,-0.821
8.020,-0.786,-0.113,-0.743
8.040,-0.753,-0.201,-0.810
8.060,-0.751,-0.174,-0.889
8.080,-0.673,-0.132,-0.817
8.100,-0.644,-0.153,-0.816
8.120,-0.629,-0.049,-0.976
8.140,-0.705,0.146,-0.865
8.160,-0.676,0.093,-0.693
8.180,-0.542,0.021,-0.557
8.200,-0.440,0.019,-0.519
8.220,-0.366,0.027,-0.573
8.240,-0.382,0.141,-1.359
8.260,0.074,0.087,-1.547
8.280,0.126,0.424,-0.830
8.300,0.221,0.823,-0.734
8.320,0.467,1.300,-0.413
8.340,0.457,0.757,-0.421
8.360,0.311,0.801,-0.791
8.380,0.081,0.755,-0.772
8.400,0.016,0.800,-0.691
8.420,-0.016,0.982,-0.510
8.440,-0.026,1.013,-0.371
8.460,-0.026,0.906,-0.386
8.480,-0.019,0.896,-0.358
8.500,-0.124,1.058,-0.344
8.520,-0.337,0.953,-0.395
8.540,-0.294,0.804,-0.211
8.560,-0.031,0.916,0.032
8.580,0.047,0.934,0.183
8.600,0.180,1.003,0.254
8.620,0.170,0.971,0.457
8.640,-0.064,0.945,0.227
8.660,-0.034,0.918,0.083
8.680,0.130,0.946,0.252
8.700,0.128,0.914,0.249
8.720,0.110,0.821,0.321
8.740,0.219,0.932,0.282
8.760,0.079,1.052,0.180
8.780,0.010,0.995,0.220
8.800,0.089,0.833,0.233
8.820,0.114,0.831,0.178
8.840,0.152,0.928,0.224
8.860,0.113,0.984,0.240
8.880,0.092,0.980,0.314
8.900,0.148,0.876,0.173
8.920,0.194,0.883,0.210
8.940,0.132,0.903,0.359
8.960,0.134,0.964,0.256
8.980,0.211,1.026,0.173
9.000,0.183,1.110,0.089
9.020,0.080,0.987,0.152
9.040,-0.069,0.823,0.155
9.060,-0.157,0.889,0.180
9.080,-0.210,1.021,0.176
9.100,-0.400,0.865,0.122
9.120,-0.614,0.699,-0.147
9.140,-0.611,0.645,-0.406
9.160,-0.562,0.547,-0.511
9.180,-0.601,0.458,-0.711
9.200,-0.676,0.439,-0.705
9.220,-0.528,0.256,-0.799
9.240,-0.289,0.153,-0.925
9.260,-0.185,0.365,-1.004
9.280,-0.077,0.469,-0.938
9.300,0.062,0.236,-0.936
9.320,0.171,0.071,-1.041
9.340,0.115,0.217,-0.961
9.360,0.079,0.127,-1.018
9.380,0.124,0.109,-1.047
9.400,0.144,0.239,-1.045
9.420,0.183,0.317,-1.168
9.440,0.234,0.127,-1.212
9.460,0.064,0.086,-1.150
9.480,-0.047,0.243,-1.107
9.500,-0.058,0.238,-1.187
9.520,-0.012,0.173,-1.231
9.540,-0.016,0.054,-1.085
9.560,-0.043,0.076,-1.198
9.580,0.002,0.313,-1.268
9.600,-0.286,0.398,-1.065
9.620,-0.513,0.558,-1.063
9.640,-0.475,0.489,-1.194
9.660,-0.414,0.311,-1.187
9.680,-0.372,0.098,-0.940
9.700,-0.451,0.129,-0.566
9.720,-0.385,0.235,-0.171
9.740,0.039,0.134,0.165
9.760,0.222,0.512,0.539
9.780,0.107,0.852,0.419
9.800,0.069,0.702,0.375
9.820,0.208,0.885,0.495
9.840,-0.027,0.798,0.320
9.860,0.401,0.758,0.151
9.880,0.577,0.688,0.235
9.900,0.602,0.531,0.195
9.920,0.717,0.417,0.312
9.940,0.811,0.247,0.453
9.960,0.700,0.380,0.556
9.980,0.634,0.563,0.678
10.000,0.716,0.382,0.696
10.020,0.794,0.247,0.750
10.040,0.786,0.173,0.771
10.060,0.802,0.063,0.762
10.080,0.827,0.054,0.813
10.100,0.854,0.033,0.801
10.120,0.772,-0.036,0.798
10.140,0.772,-0.162,0.736
10.160,0.722,-0.239,0.676
10.180,0.616,-0.113,0.818
10.200,0.627,-0.109,0.831
10.220,0.679,-0.187,0.792
10.240,0.612,-0.164,0.794
10.260,0.549,-0.223,0.705
10.280,0.536,-0.247,0.659
10.300,0.600,-0.105,0.694
10.320,0.556,-0.052,0.841
10.340,0.585,0.260,0.951
10.360,0.716,0.495,0.985
10.380,0.758,0.290,0.882
10.400,0.672,0.188,0.826
10.420,0.696,0.225,0.904
10.440,0.766,0.132,0.870
10.460,0.658,-0.015,0.726
10.480,0.590,-0.002,0.731
10.500,0.533,0.058,0.746
10.520,0.549,0.172,0.837
10.540,0.648,0.160,0.922
10.560,0.561,0.013,0.806
10.580,0.621,0.019,0.808
10.600,0.624,0.014,0.832
10.620,0.567,-0.008,0.818
10.640,0.587,0.002,0.808
10.660,0.592,-0.006,0.798
10.680,0.651,0.006,0.808
10.700,0.625,0.061,0.823
10.720,0.610,0.047,0.792
10.740,0.618,0.011,0.787
10.760,0.601,0.037,0.810
10.780,0.611,0.023,0.796
10.800,0.654,-0.008,0.759
10.820,0.611,0.011,0.799
10.840,0.613,0.016,0.796
10.860,0.620,0.013,0.789
10.880,0.619,0.016,0.792
10.900,0.616,0.017,0.791
10.920,0.618,0.017,0.792
10.940,0.618,0.016,0.793
10.960,0.618,0.015,0.792
10.980,0.616,0.016,0.794
11.000,0.617,0.014,0.793
11.020,0.618,0.014,0.791
11.040,0.619,0.015,0.792
11.060,0.619,0.016,0.792
11.080,0.619,0.016,0.793
11.100,0.618,0.017,0.792
11.120,0.618,0.017,0.792
11.140,0.617,0.015,0.791
11.160,0.617,0.013,0.792
11.180,0.616,0.013,0.793
11.200,0.617,0.016,0.794
11.220,0.619,0.019,0.791
11.240,0.618,0.018,0.790
11.260,0.619,0.017,0.791
11.280,0.618,0.015,0.792
11.300,0.618,0.014,0.793
11.320,0.618,0.016,0.793
11.340,0.617,0.016,0.792
11.360,0.618,0.017,0.793
11.380,0.615,0.016,0.793
11.400,0.618,0.015,0.794
11.420,0.619,0.015,0.793
11.440,0.619,0.014,0.793
11.460,0.619,0.014,0.794
11.480,0.617,0.015,0.793
11.500,0.617,0.016,0.793
11.520,0.617,0.016,0.792
11.540,0.619,0.015,0.792
11.560,0.619,0.014,0.792
11.580,0.619,0.014,0.792
11.600,0.619,0.015,0.793
11.620,0.617,0.016,0.792
11.640,0.617,0.016,0.794
11.660,0.617,0.016,0.794
11.680,0.617,0.015,0.791
11.700,0.617,0.015,0.791
11.720,0.617,0.016,0.794
11.740,0.618,0.015,0.791
11.760,0.617,0.015,0.791
11.780,0.617,0.016,0.794
11.800,0.617,0.016,0.793
11.820,0.617,0.017,0.791
11.840,0.618,0.015,0.792
11.860,0.619,0.015,0.790
11.880,0.617,0.016,0.792
11.900,0.617,0.016,0.794
11.920,0.617,0.017,0.792
11.940,0.616,0.016,0.792
11.960,0.619,0.015,0.793
11.980,0.619,0.014,0.791
12.000,0.618,0.016,0.792
12.020,0.619,0.018,0.792
12.040,0.617,0.017,0.795
12.060,0.618,0.017,0.793
12.080,0.620,0.015,0.793
12.100,0.619,0.016,0.792
12.120,0.617,0.016,0.792
12.140,0.618,0.016,0.791
12.160,0.618,0.018,0.792
12.180,0.618,0.017,0.792
12.200,0.618,0.015,0.791
12.220,0.619,0.015,0.791
12.240,0.617,0.016,0.791
12.260,0.619,0.016,0.794
12.280,0.618,0.016,0.793
12.300,0.617,0.017,0.793
12.320,0.618,0.017,0.795
12.340,0.618,0.015,0.793
12.360,0.618,0.015,0.792
12.380,0.618,0.015,0.791
12.400,0.617,0.015,0.792
12.420,0.618,0.016,0.792
12.440,0.618,0.017,0.792
12.460,0.619,0.016,0.792
12.480,0.619,0.015,0.793
12.500,0.617,0.015,0.792
12.520,0.617,0.015,0.792
12.540,0.618,0.015,0.791
12.560,0.618,0.014,0.792
12.580,0.619,0.016,0.791
12.600,0.619,0.015,0.792
12.620,0.618,0.016,0.792
12.640,0.618,0.016,0.791
12.660,0.619,0.015,0.793
12.680,0.617,0.016,0.792
12.700,0.618,0.017,0.792
12.720,0.617,0.015,0.791
12.740,0.618,0.014,0.793
12.760,0.619,0.015,0.791
12.780,0.618,0.016,0.793
12.800,0.617,0.015,0.794
12.820,0.616,0.016,0.793
12.840,0.618,0.014,0.793
12.860,0.618,0.016,0.794
12.880,0.618,0.015,0.793
12.900,0.619,0.016,0.790
12.920,0.619,0.017,0.790
12.940,0.617,0.018,0.792
12.960,0.616,0.017,0.794
12.980,0.617,0.015,0.792
13.000,0.618,0.013,0.792
13.020,0.618,0.013,0.794
13.040,0.618,0.016,0.795
13.060,0.618,0.018,0.793
13.080,0.617,0.018,0.792
13.100,0.618,0.016,0.790
13.120,0.618,0.016,0.790
13.140,0.618,0.015,0.791
13.160,0.618,0.015,0.791
13.180,0.617,0.016,0.791
13.200,0.618,0.017,0.792
13.220,0.618,0.016,0.791
13.240,0.618,0.015,0.791
13.260,0.618,0.015,0.792
13.280,0.618,0.014,0.794
13.300,0.618,0.013,0.793
13.320,0.618,0.015,0.793
13.340,0.617,0.016,0.793
13.360,0.619,0.017,0.791
13.380,0.618,0.017,0.791
13.400,0.618,0.016,0.793
13.420,0.618,0.015,0.793
13.440,0.617,0.015,0.793
13.460,0.618,0.016,0.791
13.480,0.618,0.016,0.792
13.500,0.617,0.016,0.791
13.520,0.619,0.015,0.793
13.540,0.619,0.014,0.793
13.560,0.618,0.014,0.793
13.580,0.618,0.015,0.791
13.600,0.618,0.018,0.789
13.620,0.617,0.018,0.793
13.640,0.618,0.015,0.793
13.660,0.618,0.016,0.794
13.680,0.617,0.016,0.791
13.700,0.617,0.017,0.793
13.720,0.619,0.016,0.792
13.740,0.619,0.016,0.792
13.760,0.619,0.015,0.791
13.780,0.616,0.016,0.791
13.800,0.617,0.016,0.793
13.820,0.618,0.015,0.793
13.840,0.618,0.015,0.791
13.860,0.619,0.015,0.792
13.880,0.619,0.016,0.793
13.900,0.617,0.017,0.791
13.920,0.617,0.016,0.794
13.940,0.618,0.017,0.796
13.960,0.617,0.016,0.791
13.980,0.618,0.015,0.792
14.000,0.619,0.016,0.792
14.020,0.619,0.015,0.794
14.040,0.618,0.015,0.792
14.060,0.619,0.017,0.792
14.080,0.618,0.017,0.791
14.100,0.618,0.017,0.791
14.120,0.618,0.016,0.792
14.140,0.618,0.015,0.792
14.160,0.619,0.015,0.792
14.180,0.617,0.015,0.792
14.200,0.617,0.018,0.793
14.220,0.618,0.017,0.793
14.240,0.618,0.015,0.793
14.260,0.618,0.015,0.793
14.280,0.619,0.016,0.792
14.300,0.619,0.017,0.792
14.320,0.619,0.016,0.792
14.340,0.617,0.015,0.793
14.360,0.618,0.015,0.794
14.380,0.617,0.016,0.793
14.400,0.617,0.016,0.792
14.420,0.618,0.015,0.793
14.440,0.618,0.015,0.792
14.460,0.618,0.016,0.790
14.480,0.619,0.016,0.790
14.500,0.618,0.014,0.792
14.520,0.618,0.016,0.792
14.540,0.619,0.016,0.791
14.560,0.619,0.017,0.792
14.580,0.618,0.016,0.792
14.600,0.618,0.014,0.791
14.620,0.619,0.016,0.792
14.640,0.617,0.016,0.794
14.660,0.618,0.015,0.791
14.680,0.609,0.004,0.795
14.700,0.597,-0.002,0.811
14.720,0.605,0.009,0.799
14.740,0.563,-0.012,0.842
14.760,0.527,0.001,0.866
14.780,0.608,0.066,0.808
14.800,0.708,0.152,0.711
14.820,0.642,0.040,0.770
14.840,0.681,-0.026,0.744
14.860,0.675,-0.034,0.748
14.880,0.647,0.031,0.824
14.900,0.619,0.178,0.870
14.920,0.553,0.260,0.873
14.940,0.643,0.274,0.839
14.960,0.677,0.198,0.774
14.980,0.593,0.132,0.764
15.000,0.609,0.233,0.730
15.020,0.558,0.364,0.738
15.040,0.478,0.405,0.686
15.060,0.471,0.499,0.565
15.080,0.479,0.591,0.526
15.100,0.468,0.619,0.499
15.120,0.446,0.659,0.520
15.140,0.424,0.654,0.500
15.160,0.409,0.836,0.440
15.180,0.416,0.809,0.410
15.200,0.384,0.791,0.447
15.220,0.349,0.821,0.443
15.240,0.335,0.834,0.450
15.260,0.294,0.832,0.448
15.280,0.339,0.840,0.386
15.300,0.382,0.846,0.353
15.320,0.298,0.875,0.337
15.340,0.206,0.909,0.308
15.360,0.133,0.888,0.233
15.380,0.063,0.894,0.143
15.400,0.032,0.947,0.139
15.420,0.023,1.033,0.053
15.440,0.058,1.234,-0.038
15.460,-0.013,1.019,-0.045
15.480,-0.035,0.974,-0.031
15.500,-0.023,1.002,-0.032
15.520,-0.046,1.001,-0.018
15.540,-0.029,0.998,-0.003
15.560,-0.016,0.994,0.015
15.580,-0.049,1.001,-0.038
15.600,-0.042,0.999,-0.048
15.620,-0.039,0.999,-0.028
15.640,-0.036,1.000,-0.021
15.660,-0.036,0.999,-0.024
15.680,-0.035,0.998,-0.022
15.700,-0.036,0.998,-0.023
15.720,-0.038,0.999,-0.024
15.740,-0.038,0.998,-0.023
15.760,-0.036,0.998,-0.022
15.780,-0.035,0.999,-0.021
15.800,-0.036,0.998,-0.022
15.820,-0.036,0.998,-0.023
15.840,-0.037,0.997,-0.023
15.860,-0.036,0.997,-0.025
15.880,-0.036,0.998,-0.024
15.900,-0.036,0.999,-0.023
15.920,-0.034,0.999,-0.022
15.940,-0.035,0.999,-0.021
15.960,-0.036,0.999,-0.024
15.980,-0.035,0.997,-0.026
16.000,-0.034,0.998,-0.023
16.020,-0.036,0.998,-0.022
16.040,-0.038,0.999,-0.022
16.060,-0.036,0.999,-0.022
16.080,-0.036,0.999,-0.023
16.100,-0.035,0.998,-0.023
16.120,-0.036,0.999,-0.022
16.140,-0.036,0.998,-0.021
16.160,-0.035,0.999,-0.024
16.180,-0.036,0.998,-0.024
16.200,-0.036,0.997,-0.023
16.220,-0.036,0.998,-0.024
16.240,-0.035,0.997,-0.022
16.260,-0.036,0.999,-0.022
16.280,-0.036,0.998,-0.023
16.300,-0.036,0.998,-0.023
16.320,-0.036,0.998,-0.022
16.340,-0.035,0.998,-0.022
16.360,-0.035,1.000,-0.022
16.380,-0.035,0.998,-0.024
16.400,-0.036,0.996,-0.025
16.420,-0.036,0.998,-0.021
16.440,-0.035,0.997,-0.022
16.460,-0.036,0.998,-0.023
16.480,-0.036,0.998,-0.023
16.500,-0.037,0.998,-0.024
16.520,-0.037,0.996,-0.023
16.540,-0.036,0.999,-0.022
16.560,-0.036,0.998,-0.023
16.580,-0.035,0.998,-0.023
16.600,-0.036,0.999,-0.023
16.620,-0.036,0.997,-0.024
16.640,-0.035,0.997,-0.023
16.660,-0.036,0.998,-0.022
16.680,-0.037,0.999,-0.021
16.700,-0.037,0.998,-0.023
16.720,-0.036,0.999,-0.024
16.740,-0.036,0.999,-0.024
16.760,-0.035,0.999,-0.023
